region,id,network_id,takeup_survey,delay,intensive,understanding,network_missname,address,village,network_address,network_village
2,2225095,2225011,0,1,1,1,0,130,26,130,26
2,2225054,2225011,0,1,1,1,0,130,26,130,26
2,2225044,2225088,1,1,0,.2,0,130,26,130,26
2,2225068,2225009,1,1,0,.2,0,130,26,130,26
2,2225161,2225206,1,0,0,.2,0,131,26,131,26
2,2225196,2225159,,,,,0,131,26,131,26
2,2225044,2225099,1,1,1,.80000001,0,130,26,130,26
2,2225006,2225101,,,,,0,130,26,130,26
2,2225044,2225029,0,1,0,.60000002,0,130,26,130,26
2,2225151,2225147,0,1,0,.40000001,0,131,26,131,26
2,2225250,2225226,,,,,0,132,26,132,26
2,2225003,2225034,0,1,1,.60000002,0,130,26,130,26
2,2225006,2225034,0,1,1,.60000002,0,130,26,130,26
2,2225009,2225080,0,1,0,.60000002,0,130,26,130,26
2,2225022,2225024,1,1,1,.40000001,0,130,26,130,26
2,2225082,2225054,1,0,0,.40000001,0,130,26,130,26
2,2225240,2225265,0,1,0,.40000001,0,132,26,132,26
2,2225106,2225102,0,1,1,.2,0,130,26,130,26
2,2225015,2225033,1,1,0,.60000002,0,130,26,130,26
2,2225246,2225242,1,1,0,1,0,132,26,132,26
2,2225041,2225044,1,0,0,.2,0,130,26,130,26
2,2225082,2225076,1,1,0,.60000002,0,130,26,130,26
2,2225125,2225054,1,0,0,.40000001,0,130,26,130,26
2,2225056,2225039,0,0,0,.2,0,130,26,130,26
2,2225076,2225029,0,1,0,.60000002,0,130,26,130,26
2,2225242,2225245,1,0,1,.60000002,0,132,26,132,26
2,2225033,2225012,,,,,0,130,26,130,26
2,2225200,2225216,1,1,1,.80000001,0,131,26,132,26
2,2225225,2225229,1,1,1,1,0,132,26,132,26
2,2225216,2225229,1,1,1,1,0,132,26,132,26
2,2225024,2225001,1,0,0,.60000002,0,130,26,130,26
2,2225041,2225039,0,0,0,.2,0,130,26,130,26
2,2225108,2225039,0,0,0,.2,0,130,26,130,26
2,2225068,2225039,0,0,0,.2,0,130,26,130,26
2,2225112,2225082,0,0,1,.80000001,0,130,26,130,26
2,2225081,2225102,0,1,1,.2,0,130,26,130,26
2,2225034,2225028,1,0,1,.80000001,0,130,26,130,26
2,2225167,2225139,,,,,0,131,26,131,26
2,2225110,2225046,0,1,1,.40000001,0,130,26,130,26
2,2225231,2225227,1,1,0,.40000001,0,132,26,132,26
2,2225088,2225082,0,0,1,.80000001,0,130,26,130,26
2,2225029,2225023,,,,,0,130,26,130,26
2,2225106,2225110,0,1,1,.40000001,0,130,26,130,26
2,2225246,2225265,0,1,0,.40000001,0,132,26,132,26
2,2225147,2225206,1,0,0,.2,0,131,26,131,26
2,2225026,2225070,,,,,0,130,26,130,26
2,2225059,2225024,1,1,1,.40000001,0,130,26,130,26
2,2225022,2225040,,,,,0,130,26,130,26
2,2225082,2225118,0,0,0,.60000002,0,130,26,130,26
2,2225248,2225216,1,1,1,.80000001,0,132,26,132,26
2,2225249,2225227,1,1,0,.40000001,0,132,26,132,26
2,2225200,2225235,1,1,1,.40000001,0,131,26,132,26
2,2225151,2225137,,,,,0,131,26,131,26
2,2225234,2225245,1,0,1,.60000002,0,132,26,132,26
2,2225046,2225022,1,1,0,.40000001,0,130,26,130,26
2,2225165,2225175,1,1,0,.80000001,0,131,26,131,26
2,2225245,2225214,,,,,0,132,26,132,26
2,2225225,2225258,,,,,0,132,26,132,26
2,2225235,2225240,0,0,1,.60000002,0,132,26,132,26
2,2225056,2225041,1,1,1,.60000002,0,130,26,130,26
2,2225242,2225211,1,1,1,.40000001,0,132,26,132,26
2,2225102,2225018,1,1,0,0,0,130,26,130,26
2,2225118,2225001,1,0,0,.60000002,0,130,26,130,26
2,2225151,2225142,,,,,0,131,26,131,26
2,2225015,2225034,0,1,1,.60000002,0,130,26,130,26
2,2225175,2225206,1,0,0,.2,0,131,26,131,26
2,2225180,2225143,0,1,1,.60000002,0,131,26,131,26
2,2225248,2225250,0,0,0,0,0,132,26,132,26
3,33311064,33311056,1,1,0,.2,0,134,27,134,27
3,33311073,33311080,1,1,1,.80000001,0,134,27,134,27
3,33311075,33311058,1,0,1,.2,0,134,27,134,27
3,33311018,33311007,0,1,1,1,0,133,27,133,27
3,33311054,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311011,33311005,1,0,0,0,0,133,27,133,27
3,33311007,33311014,1,0,0,.2,0,133,27,133,27
3,33311073,33311084,,,,,0,134,27,134,27
3,33311054,33311089,0,0,1,.80000001,0,134,27,134,27
3,33311001,33311006,1,1,1,.60000002,0,133,27,133,27
3,33311001,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311061,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311080,33311075,1,1,0,.40000001,0,134,27,134,27
3,33311012,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311062,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311086,33311066,,,,,0,134,27,134,27
3,33311075,33311078,0,1,0,1,0,134,27,134,27
3,33311049,33311031,1,0,1,.80000001,0,135,27,135,27
3,33311038,33311062,1,1,1,.80000001,0,135,27,134,27
3,33311024,33311008,1,1,0,.60000002,0,133,27,133,27
3,33311061,33311054,1,0,0,.2,0,134,27,134,27
3,33311076,33311085,0,0,0,,0,134,27,134,27
3,33311073,33311074,,,,,0,134,27,134,27
3,33311078,33311068,0,1,0,1.1920929e-08,0,134,27,134,27
3,33311003,33311020,1,0,1,1,0,133,27,133,27
3,33311049,33311048,0,0,0,.40000001,0,135,27,135,27
3,33311030,33311032,1,0,1,.80000001,0,135,27,135,27
3,33311060,33311054,1,0,0,.2,0,134,27,134,27
3,33311015,33311020,1,0,1,1,0,133,27,133,27
3,33311040,33311039,0,0,0,.2,0,135,27,135,27
3,33311027,33311034,0,1,1,0,0,135,27,135,27
3,33311032,33311053,,,,,0,135,27,135,27
3,33311006,33311009,1,1,0,0,0,133,27,133,27
3,33311059,33311056,1,1,0,.2,0,134,27,134,27
3,33311008,33311006,1,1,1,.60000002,0,133,27,133,27
3,33311040,33311038,1,0,1,1,0,135,27,135,27
3,33311016,33311023,1,0,0,.2,0,133,27,133,27
3,33311020,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311078,33311074,,,,,0,134,27,134,27
3,33311045,33311034,0,1,1,0,0,135,27,135,27
3,33311008,33311004,,,,,0,133,27,133,27
3,33311012,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311069,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311056,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311006,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311018,33311010,,,,,0,133,27,133,27
3,33311077,33311068,0,1,0,1.1920929e-08,0,134,27,134,27
3,33311062,33311064,0,1,0,.60000002,0,134,27,134,27
3,33311020,33311017,0,1,1,0,0,133,27,133,27
3,33311009,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311014,33311019,,,,,0,133,27,133,27
3,33311028,33311049,1,0,1,.60000002,0,135,27,135,27
3,33311011,33311014,1,0,0,.2,0,133,27,133,27
3,33311022,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311070,33311066,,,,,0,134,27,134,27
3,33311024,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311058,33311054,1,0,0,.2,0,134,27,134,27
3,33311040,33311027,1,1,1,.40000001,0,135,27,135,27
3,33311029,33311028,0,1,0,.60000002,0,135,27,135,27
3,33311042,33311033,1,1,0,.2,0,135,27,135,27
3,33311023,33311024,1,0,1,.60000002,0,133,27,133,27
3,33311025,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311014,33311023,1,0,0,.2,0,133,27,133,27
3,33311031,33311030,1,1,0,.2,0,135,27,135,27
3,33311015,33311010,,,,,0,133,27,133,27
3,33311034,33311032,1,0,1,.80000001,0,135,27,135,27
3,33311017,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311088,33311074,,,,,0,134,27,134,27
3,33311006,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311028,33311048,0,0,0,.40000001,0,135,27,135,27
3,33311012,33311023,1,0,0,.2,0,133,27,133,27
3,33311039,33311042,1,1,1,.2,0,135,27,135,27
3,33311012,33311006,1,1,1,.60000002,0,133,27,133,27
3,33311043,33311021,1,1,0,.60000002,0,135,27,133,27
3,33311068,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311027,33311042,1,1,1,.2,0,135,27,135,27
3,33311058,33311068,0,1,0,1.1920929e-08,0,134,27,134,27
3,33311061,99,,,,,0,134,27,134,27
3,33311021,33311005,1,0,0,0,1,133,27,133,27
3,33311016,33311001,1,0,0,.2,0,133,27,133,27
3,33311022,33311005,1,0,0,0,0,133,27,133,27
3,33311062,33311063,1,0,0,.2,0,134,27,134,27
3,33311042,33311043,1,1,0,.2,0,135,27,135,27
3,33311006,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311089,33311080,1,1,1,.80000001,0,134,27,134,27
3,33311033,33311032,1,0,1,.80000001,0,135,27,135,27
3,33311069,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311048,33311043,1,1,0,.2,0,135,27,135,27
3,33311078,33311072,1,1,0,.2,0,134,27,134,27
3,33311023,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311071,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311045,33311038,1,0,1,1,0,135,27,135,27
3,33311039,33311045,1,1,1,1,0,135,27,135,27
3,33311065,33311069,1,1,1,.60000002,0,134,27,134,27
3,33311064,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311082,33311089,0,0,1,.80000001,0,134,27,134,27
3,33311063,33311054,1,0,0,.2,0,134,27,134,27
3,33311006,33311015,1,0,1,.2,0,133,27,133,27
3,33311035,33311087,,,,,0,135,27,135,27
3,33311063,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311076,33311079,1,0,0,.80000001,0,134,27,134,27
3,33311007,33311020,1,0,1,1,0,133,27,133,27
3,33311070,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311069,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311015,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311079,33311063,1,0,0,.2,0,134,27,134,27
3,33311040,33311043,1,1,0,.2,0,135,27,135,27
3,33311001,33311019,,,,,0,133,27,133,27
3,33311022,33311007,0,1,1,1,0,133,27,133,27
3,33311058,33311064,0,1,0,.60000002,0,134,27,134,27
3,33311014,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311088,33311080,1,1,1,.80000001,0,134,27,134,27
3,33311050,33311038,1,0,1,1,0,135,27,135,27
3,33311067,33311072,1,1,0,.2,0,134,27,134,27
3,33311054,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311048,33311050,0,0,0,.80000001,0,135,27,135,27
3,33311062,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311030,33311029,0,0,0,.2,0,135,27,135,27
3,33311075,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311076,33311063,1,0,0,.2,0,134,27,134,27
3,33311071,33311063,1,0,0,.2,0,134,27,134,27
3,33311056,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311031,33311042,1,1,1,.2,0,135,27,135,27
3,33311080,33311070,0,0,1,,0,134,27,134,27
3,33311024,33311011,0,1,0,.60000002,0,133,27,133,27
3,33311060,33311079,1,0,0,.80000001,0,134,27,134,27
3,33311075,33311085,0,0,0,,0,134,27,134,27
3,33311080,33311071,0,0,0,.60000002,0,134,27,134,27
3,33311011,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311042,33311047,,,,,0,135,27,135,27
3,33311055,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311050,33311035,0,1,0,1,0,135,27,135,27
3,33311016,33311024,1,0,1,.60000002,0,133,27,133,27
3,33311035,33311062,1,1,1,.80000001,0,135,27,135,27
3,33311048,33311042,1,1,1,.2,0,135,27,135,27
3,33311049,33311053,,,,,0,135,27,135,27
3,33311054,33311077,1,0,1,.80000001,0,134,27,134,27
3,33311062,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311038,33311070,0,0,1,,0,135,27,134,27
3,33311077,33311078,0,1,0,1,0,134,27,134,27
3,33311079,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311070,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311007,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311027,33311035,0,1,0,1,0,135,27,135,27
3,33311080,33311074,,,,,0,134,27,134,27
3,33311079,33311058,1,0,1,.2,0,134,27,134,27
3,33311055,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311038,33311041,,,,,0,135,27,135,27
3,33311082,33311068,0,1,0,1.1920929e-08,0,134,27,134,27
3,33311013,33311015,1,0,1,.2,0,133,27,133,27
3,33311061,33311068,0,1,0,1.1920929e-08,0,134,27,134,27
3,33311009,33311014,1,0,0,.2,0,133,27,133,27
3,33311056,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311032,33311034,0,1,1,0,0,135,27,135,27
3,33311065,33311078,0,1,0,1,0,134,27,134,27
3,33311089,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311059,33311072,1,1,0,.2,0,134,27,134,27
3,33311088,33311085,0,0,0,,0,134,27,134,27
3,33311072,33311071,0,0,0,.60000002,0,134,27,134,27
3,33311067,33311077,1,0,1,.80000001,0,134,27,134,27
3,33311014,33311001,1,0,0,.2,0,133,27,133,27
3,33311077,33311073,1,0,0,.60000002,0,134,27,134,27
3,33311013,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311077,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311056,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311076,33311078,0,1,0,1,0,134,27,134,27
3,33311076,33311071,0,0,0,.60000002,0,134,27,134,27
3,33311070,33311063,1,0,0,.2,0,134,27,134,27
3,33311013,33311020,1,0,1,1,0,133,27,133,27
3,33311072,33311089,0,0,1,.80000001,0,134,27,134,27
3,33311021,33311014,1,0,0,.2,0,133,27,133,27
3,33311032,33311035,0,1,0,1,0,135,27,135,27
3,33311060,33311067,0,0,0,.80000001,0,134,27,134,27
3,33311030,33311031,1,0,1,.80000001,0,135,27,135,27
3,33311021,33311025,1,0,0,.2,0,133,27,133,27
3,33311018,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311021,33311001,1,0,0,.2,0,133,27,133,27
3,33311086,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311008,33311011,0,1,0,.60000002,0,133,27,133,27
3,33311033,33311034,0,1,1,0,0,135,27,135,27
3,33311056,33311064,0,1,0,.60000002,0,134,27,134,27
3,33311017,99,,,,,0,133,27,133,27
3,33311033,33311035,0,1,0,1,0,135,27,135,27
3,33311039,33311044,,,,,0,135,27,135,27
3,33311071,33311054,1,0,0,.2,0,134,27,134,27
3,33311001,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311079,33311078,0,1,0,1,0,134,27,134,27
3,33311020,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311017,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311072,33311088,0,1,1,.60000002,0,134,27,134,27
3,33311043,33311085,0,0,0,,0,135,27,134,27
3,33311027,33311040,0,1,1,.2,0,135,27,135,27
3,33311050,33311040,0,1,1,.2,0,135,27,135,27
3,33311003,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311030,33311028,0,1,0,.60000002,0,135,27,135,27
3,33311008,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311039,33311027,1,1,1,.40000001,0,135,27,135,27
3,33311013,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311073,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311033,33311028,0,1,0,.60000002,0,135,27,135,27
3,33311035,33311086,1,1,1,.40000001,0,135,27,135,27
3,33311011,33311023,1,0,0,.2,0,133,27,133,27
3,33311060,33311059,1,0,1,.80000001,0,134,27,134,27
3,33311067,33311070,0,0,1,,0,134,27,134,27
3,33311025,33311014,1,0,0,.2,0,133,27,133,27
3,33311067,33311073,1,0,0,.60000002,0,134,27,134,27
3,33311032,33311033,1,1,0,.2,0,135,27,135,27
3,33311088,33311072,1,1,0,.2,0,134,27,134,27
3,33311014,33311020,1,0,1,1,0,133,27,133,27
3,33311078,33311064,0,1,0,.60000002,0,134,27,134,27
3,33311068,33311080,1,1,1,.80000001,0,134,27,134,27
3,33311031,33311029,0,0,0,.2,0,135,27,135,27
3,33311059,33311073,1,0,0,.60000002,0,134,27,134,27
3,33311025,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311088,33311073,1,0,0,.60000002,0,134,27,134,27
3,33311075,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311049,33311029,0,0,0,.2,0,135,27,135,27
3,33311029,33311031,1,0,1,.80000001,0,135,27,135,27
3,33311039,33311043,1,1,0,.2,0,135,27,135,27
3,33311064,33311070,0,0,1,,0,134,27,134,27
3,33311029,33311030,1,1,0,.2,0,135,27,135,27
3,33311003,33311015,1,0,1,.2,0,133,27,133,27
3,33311045,33311040,0,1,1,.2,0,135,27,135,27
3,33311078,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311017,33311008,1,1,0,.60000002,0,133,27,133,27
3,33311034,33311033,1,1,0,.2,0,135,27,135,27
3,33311059,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311003,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311043,99,,,,,0,135,27,135,27
3,33311061,33311058,1,0,1,.2,0,134,27,134,27
3,33311001,33311011,0,1,0,.60000002,0,133,27,133,27
3,33311063,33311071,0,0,0,.60000002,0,134,27,134,27
3,33311040,33311042,1,1,1,.2,0,135,27,135,27
3,33311068,33311082,0,1,1,.60000002,0,134,27,134,27
3,33311016,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311072,33311058,1,0,1,.2,0,134,27,134,27
3,33311086,33311064,0,1,0,.60000002,0,134,27,134,27
3,33311035,33311010,,,,,0,135,27,135,27
3,33311017,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311070,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311023,33311001,1,0,0,.2,0,133,27,133,27
3,33311082,33311057,,,,,0,134,27,134,27
3,33311064,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311031,33311032,1,0,1,.80000001,0,135,27,135,27
3,33311050,33311049,1,0,1,.60000002,0,135,27,135,27
3,33311028,33311030,1,1,0,.2,0,135,27,135,27
3,33311033,33311045,1,1,1,1,0,135,27,135,27
3,33311034,33311047,,,,,0,135,27,135,27
3,33311003,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311086,33311063,1,0,0,.2,0,134,27,134,27
3,33311031,33311053,,,,,0,135,27,135,27
3,33311055,33311086,1,1,1,.40000001,0,134,27,134,27
3,33311023,33311014,1,0,0,.2,0,133,27,133,27
3,33311030,33311053,,,,,0,135,27,135,27
3,33311079,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311089,33311074,,,,,0,134,27,134,27
3,33311072,33311070,0,0,1,,0,134,27,134,27
3,33311015,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311029,33311049,1,0,1,.60000002,0,135,27,135,27
3,33311020,33311024,1,0,1,.60000002,0,133,27,133,27
3,33311082,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311028,33311029,0,0,0,.2,0,135,27,135,27
3,33311042,33311027,1,1,1,.40000001,0,135,27,135,27
3,33311022,33311023,1,0,0,.2,0,133,27,133,27
3,33311021,33311023,1,0,0,.2,0,133,27,133,27
3,33311060,33311068,0,1,0,1.1920929e-08,0,134,27,134,27
3,33311064,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311024,33311016,1,1,1,.60000002,0,133,27,133,27
3,33311045,33311042,1,1,1,.2,0,135,27,135,27
3,33311029,33311051,,,,,0,135,27,135,27
3,33311063,33311067,0,0,0,.80000001,0,134,27,134,27
3,33311086,33311085,0,0,0,,0,134,27,134,27
3,33311068,33311069,1,1,1,.60000002,0,134,27,134,27
3,33311055,33311058,1,0,1,.2,0,134,27,134,27
3,33311082,33311074,,,,,0,134,27,134,27
3,33311009,33311011,0,1,0,.60000002,0,133,27,133,27
3,33311048,33311039,0,0,0,.2,0,135,27,135,27
3,33311018,33311020,1,0,1,1,0,133,27,133,27
3,33311034,33311045,1,1,1,1,0,135,27,135,27
3,33311018,33311021,1,1,0,.60000002,0,133,27,133,27
3,33311068,33311081,,,,,0,134,27,134,27
3,33311011,33311001,1,0,0,.2,0,133,27,133,27
3,33311024,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311007,33311009,1,1,0,0,0,133,27,133,27
3,33311059,33311057,,,,,0,134,27,134,27
3,33311032,33311042,1,1,1,.2,0,135,27,135,27
3,33311055,33311062,1,1,1,.80000001,0,134,27,134,27
3,33311073,33311072,1,1,0,.2,0,134,27,134,27
3,33311045,33311043,1,1,0,.2,0,135,27,135,27
3,33311007,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311022,33311018,1,0,1,.80000001,0,133,27,133,27
3,33311028,33311051,,,,,0,135,27,135,27
3,33311065,33311071,0,0,0,.60000002,0,134,27,134,27
3,33311025,33311023,1,0,0,.2,0,133,27,133,27
3,33311027,33311041,,,,,0,135,27,135,27
3,33311038,33311055,0,1,1,.40000001,0,135,27,134,27
3,33311069,33311054,1,0,0,.2,0,134,27,134,27
3,33311077,33311076,1,0,0,.2,0,134,27,134,27
3,33311025,33311001,1,0,0,.2,0,133,27,133,27
3,33311048,33311044,,,,,0,135,27,135,27
3,33311071,33311074,,,,,0,134,27,134,27
3,33311058,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311043,33311040,0,1,1,.2,0,135,27,135,27
3,33311016,33311014,1,0,0,.2,0,133,27,133,27
3,33311023,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311015,33311022,1,1,1,.80000001,0,133,27,133,27
3,33311020,33311015,1,0,1,.2,0,133,27,133,27
3,33311080,33311063,1,0,0,.2,0,134,27,134,27
3,33311034,33311043,1,1,0,.2,0,135,27,135,27
3,33311043,99,,,,,0,135,27,134,27
3,33311009,33311007,0,1,1,1,0,133,27,133,27
3,33311067,33311071,0,0,0,.60000002,0,134,27,134,27
3,33311038,33311050,0,0,0,.80000001,0,135,27,135,27
3,33311013,33311017,0,1,1,0,0,133,27,133,27
3,33311089,33311061,1,1,0,.80000001,0,134,27,134,27
3,33311071,33311073,1,0,0,.60000002,0,134,27,134,27
3,33311049,33311028,0,1,0,.60000002,0,135,27,135,27
3,33311063,33311085,0,0,0,,0,134,27,134,27
3,33311042,33311044,,,,,0,135,27,135,27
3,33311054,33311058,1,0,1,.2,0,134,27,134,27
3,33311035,33311021,1,1,0,.60000002,0,135,27,135,27
3,33311089,33311057,,,,,0,134,27,134,27
3,33311009,33311012,0,1,0,.60000002,0,133,27,133,27
3,33311058,33311060,1,0,1,.60000002,0,134,27,134,27
3,33311050,33311047,,,,,0,135,27,135,27
2,2227253,2227234,1,1,0,1,0,137,28,137,28
2,2227061,2227015,,,,,0,136,28,136,28
2,2227044,2227045,,,,,0,136,28,136,28
2,2227101,2227043,,,,,0,136,28,136,28
2,2227243,2227236,,0,1,1,1,137,28,137,28
2,2227101,2227044,1,0,1,.60000002,0,136,28,136,28
2,2227105,2227104,,,,,0,136,28,136,28
2,2227265,2227263,,,,,0,137,28,137,28
2,2227044,2227037,,,,,0,136,28,136,28
2,2227302,2227292,,,,,0,137,28,137,28
2,2227042,2227081,,,,,0,136,28,136,28
2,2227297,2227252,0,0,1,.60000002,0,137,28,137,28
2,2227029,2227198,,,,,0,136,28,136,28
2,2227287,2227289,,,,,0,137,28,137,28
2,2227039,2227030,,,,,0,136,28,136,28
2,2227234,2227073,,,,,0,137,28,136,28
2,2227039,2227043,,,,,0,136,28,136,28
2,2227280,2227283,,,,,0,137,28,137,28
2,2227250,2227269,1,0,1,.60000002,0,137,28,137,28
2,2227071,2227029,0,0,0,.40000001,0,136,28,136,28
2,2227250,2227254,1,1,1,.2,0,137,28,137,28
2,2227022,2227101,0,0,1,.80000001,0,136,28,136,28
2,2227294,2227289,,,,,0,137,28,137,28
2,2227265,2227260,1,1,0,0,0,137,28,137,28
2,2227243,2227113,1,0,0,,0,137,28,136,28
2,2227105,2227102,,,,,0,136,28,136,28
2,2227280,2227282,,,,,0,137,28,137,28
2,2227114,2227095,,,,,0,136,28,136,28
2,2227054,2227058,,,,,0,136,28,136,28
2,2227296,2227294,0,1,1,.60000002,0,137,28,137,28
2,2227302,2227304,,,,,0,137,28,137,28
2,2227067,2227019,,,,,0,136,28,136,28
2,2227234,2227031,,,,,0,137,28,136,28
2,2227254,2227234,1,1,0,1,0,137,28,137,28
2,2227261,2227265,0,0,0,.40000001,0,137,28,137,28
2,2227036,2227013,,,,,0,136,28,136,28
2,2227253,2227296,0,1,1,1,0,137,28,137,28
2,2227234,2227296,0,1,1,1,0,137,28,137,28
2,2227279,2227241,0,0,1,,0,137,28,137,28
2,2227269,2227127,,,,,0,137,28,137,28
2,2227067,2227015,,,,,0,136,28,136,28
2,2227278,2227269,1,0,1,.60000002,0,137,28,137,28
2,2227075,2227066,,,,,0,136,28,136,28
2,2227018,2227044,1,0,1,.60000002,0,136,28,136,28
2,2227244,2227265,0,0,0,.40000001,0,137,28,137,28
2,2227075,2227110,,,,,0,136,28,136,28
2,2227253,2227302,1,1,1,1,0,137,28,137,28
2,2227041,2227010,,,,,0,136,28,136,28
2,2227278,2227279,0,0,0,.2,0,137,28,137,28
2,2227280,2227278,1,0,0,.2,0,137,28,137,28
2,2227067,2227047,,,,,0,136,28,136,28
2,2227287,2227305,,,,,0,137,28,137,28
2,2227108,2227073,,,,,0,136,28,136,28
2,2227302,2227287,0,0,0,0,0,137,28,137,28
2,2227036,2227015,,,,,0,136,28,136,28
2,2227294,2227290,,,,,0,137,28,137,28
2,2227041,2227008,,,,,0,136,28,136,28
2,2227044,2227015,,,,,0,136,28,136,28
2,2227029,2227234,1,1,0,1,0,136,28,137,28
2,2227108,2227076,,,,,0,136,28,136,28
2,2227266,2227252,0,0,1,.60000002,0,137,28,137,28
2,2227252,2227260,1,1,0,0,0,137,28,137,28
2,2227108,2227066,,,,,0,136,28,136,28
2,2227297,2227287,0,0,0,0,0,137,28,137,28
2,2227101,2227001,,,,,0,136,28,136,28
2,2227294,2227253,1,1,1,1,0,137,28,137,28
2,2227280,2227281,,,,,0,137,28,137,28
2,2227018,2227040,,,,,0,136,28,136,28
2,2227243,2227294,0,1,1,.60000002,0,137,28,137,28
2,2227018,2227021,,,,,0,136,28,136,28
2,2227262,2227243,1,1,1,.2,0,137,28,137,28
2,2227054,2227036,1,0,0,.2,0,136,28,136,28
2,2227269,2227266,0,0,1,.80000001,0,137,28,137,28
2,2227252,2227266,0,0,1,.80000001,0,137,28,137,28
2,2227297,2227269,1,0,1,.60000002,0,137,28,137,28
2,2227067,2227191,,,,,0,136,28,136,28
2,2227287,2227177,,,,,0,137,28,137,28
2,2227253,2227289,,,,,0,137,28,137,28
2,2227252,2227248,,,,,0,137,28,137,28
2,2227278,2227294,0,1,1,.60000002,0,137,28,137,28
2,2227279,2227267,,,,,0,137,28,137,28
2,2227254,2227244,1,0,1,.80000001,0,137,28,137,28
2,2227071,2227066,,,,,0,136,28,136,28
2,2227265,2227271,1,1,0,.40000001,0,137,28,137,28
2,2227041,2227007,,,,,0,136,28,136,28
2,2227287,2227295,,,,,0,137,28,137,28
2,2227071,2227077,,,,,0,136,28,136,28
2,2227061,2227013,,,,,0,136,28,136,28
2,2227296,2227254,1,1,1,.2,0,137,28,137,28
2,2227108,2227077,,,,,0,136,28,136,28
2,2227039,2227008,,,,,0,136,28,136,28
2,2227018,2227019,,,,,0,136,28,136,28
2,2227271,2227269,1,0,1,.60000002,0,137,28,137,28
